Value, Time of DA (ns), Prime? (According to DA), Time of RA (ns), Prime? (According to RA)
10000000000085369,2200,NO,1500,NO
10000000000085370,200,NO,100,NO
10000000000085371,4253000,NO,2600,NO
10000000000085372,400,NO,100,NO
10000000000085373,300,NO,2100,NO
10000000000085374,200,NO,0,NO
10000000000085375,200,NO,1500,NO
10000000000085376,200,NO,100,NO
10000000000085377,9700,NO,1400,NO
10000000000085378,200,NO,100,NO
10000000000085379,200,NO,1500,NO
10000000000085380,200,NO,100,NO
10000000000085381,300,NO,1400,NO
10000000000085382,100,NO,0,NO
10000000000085383,1070294000,YES,43100,YES
10000000000085384,700,NO,100,NO
10000000000085385,300,NO,2300,NO
10000000000085386,200,NO,0,NO
10000000000085387,61100,NO,1800,NO
10000000000085388,200,NO,100,NO
10000000000085389,300,NO,1800,NO
10000000000085390,200,NO,0,NO
10000000000085391,200,NO,1500,NO
10000000000085392,200,NO,0,NO
10000000000085393,700,NO,1400,NO
10000000000085394,100,NO,0,NO
10000000000085395,300,NO,1500,NO
10000000000085396,200,NO,0,NO
10000000000085397,200,NO,1600,NO
10000000000085398,200,NO,0,NO
10000000000085399,7200,NO,1600,NO
10000000000085400,200,NO,100,NO
10000000000085401,500,NO,1500,NO
10000000000085402,100,NO,0,NO
10000000000085403,200,NO,1500,NO
10000000000085404,100,NO,0,NO
10000000000085405,300,NO,1500,NO
10000000000085406,200,NO,0,NO
10000000000085407,300,NO,1500,NO
10000000000085408,200,NO,100,NO
10000000000085409,300,NO,1500,NO
10000000000085410,200,NO,0,NO
10000000000085411,40700,NO,1600,NO
10000000000085412,200,NO,100,NO
10000000000085413,11200,NO,1700,NO
10000000000085414,200,NO,100,NO
10000000000085415,300,NO,1600,NO
10000000000085416,200,NO,100,NO
10000000000085417,200,NO,1500,NO
10000000000085418,200,NO,0,NO
10000000000085419,1070342600,YES,55600,YES
10000000000085420,900,NO,100,NO
10000000000085421,300,NO,2300,NO
10000000000085422,200,NO,100,NO
10000000000085423,800,NO,1800,NO
10000000000085424,200,NO,100,NO
10000000000085425,300,NO,1500,NO
10000000000085426,100,NO,0,NO
10000000000085427,200,NO,1500,NO
10000000000085428,100,NO,0,NO
10000000000085429,25931000,NO,6000,NO
10000000000085430,1000,NO,100,NO
10000000000085431,400,NO,2900,NO
10000000000085432,200,NO,100,NO
10000000000085433,300,NO,2000,NO
10000000000085434,200,NO,0,NO
10000000000085435,300,NO,1600,NO
10000000000085436,200,NO,100,NO
10000000000085437,2700,NO,1500,NO
10000000000085438,100,NO,0,NO
10000000000085439,200,NO,1500,NO
10000000000085440,200,NO,0,NO
10000000000085441,400,NO,1400,NO
10000000000085442,200,NO,0,NO
10000000000085443,800,NO,1500,NO
10000000000085444,200,NO,100,NO
10000000000085445,200,NO,1800,NO
10000000000085446,200,NO,100,NO
10000000000085447,400,NO,1500,NO
10000000000085448,200,NO,100,NO
10000000000085449,900,NO,1600,NO
10000000000085450,200,NO,100,NO
10000000000085451,300,NO,1600,NO
10000000000085452,200,NO,100,NO
10000000000085453,700,NO,1500,NO
10000000000085454,200,NO,100,NO
10000000000085455,300,NO,1400,NO
10000000000085456,200,NO,100,NO
10000000000085457,300,NO,1500,NO
10000000000085458,200,NO,0,NO
10000000000085459,400,NO,1600,NO
10000000000085460,400,NO,0,NO
10000000000085461,123053500,NO,6600,NO
10000000000085462,1000,NO,100,NO
10000000000085463,300,NO,2700,NO
10000000000085464,300,NO,100,NO
10000000000085465,300,NO,2200,NO
10000000000085466,200,NO,0,NO
10000000000085467,1074003200,YES,45400,YES
10000000000085468,700,NO,100,NO
10000000000085469,500,NO,2900,NO
10000000000085470,200,NO,100,NO
10000000000085471,1770400,NO,5800,NO
10000000000085472,400,NO,100,NO
10000000000085473,600,NO,3000,NO
10000000000085474,400,NO,100,NO
10000000000085475,400,NO,2600,NO
10000000000085476,200,NO,0,NO
10000000000085477,400,NO,1800,NO
10000000000085478,900,NO,100,NO
10000000000085479,351000,NO,3200,NO
10000000000085480,300,NO,100,NO
10000000000085481,300,NO,2500,NO
10000000000085482,200,NO,100,NO
10000000000085483,69700,NO,1800,NO
10000000000085484,200,NO,0,NO
10000000000085485,300,NO,1700,NO
10000000000085486,300,NO,0,NO
10000000000085487,200,NO,1600,NO
10000000000085488,200,NO,100,NO
10000000000085489,440567800,NO,5800,NO
10000000000085490,900,NO,100,NO
10000000000085491,500,NO,2900,NO
10000000000085492,200,NO,100,NO
10000000000085493,300,NO,2100,NO
10000000000085494,200,NO,100,NO
10000000000085495,300,NO,1700,NO
10000000000085496,200,NO,0,NO
10000000000085497,700,NO,1700,NO
10000000000085498,300,NO,0,NO
10000000000085499,200,NO,1600,NO
10000000000085500,200,NO,100,NO
10000000000085501,300,NO,1700,NO
10000000000085502,200,NO,0,NO
10000000000085503,6700,NO,1500,NO
10000000000085504,200,NO,100,NO
10000000000085505,300,NO,1600,NO
10000000000085506,200,NO,100,NO
10000000000085507,2200,NO,1500,NO
10000000000085508,200,NO,100,NO
10000000000085509,400,NO,1400,NO
10000000000085510,300,NO,0,NO
10000000000085511,200,NO,1500,NO
10000000000085512,200,NO,100,NO
10000000000085513,400,NO,1500,NO
10000000000085514,200,NO,100,NO
10000000000085515,300,NO,1500,NO
10000000000085516,200,NO,0,NO
10000000000085517,200,NO,1500,NO
10000000000085518,100,NO,0,NO
10000000000085519,700,NO,1400,NO
10000000000085520,100,NO,100,NO
10000000000085521,1300,NO,1500,NO
10000000000085522,200,NO,0,NO
10000000000085523,200,NO,1600,NO
10000000000085524,200,NO,0,NO
10000000000085525,200,NO,1500,NO
10000000000085526,200,NO,100,NO
10000000000085527,606900,NO,2100,NO
10000000000085528,200,NO,0,NO
10000000000085529,200,NO,1800,NO
10000000000085530,200,NO,100,NO
10000000000085531,1400,NO,1400,NO
10000000000085532,200,NO,0,NO
10000000000085533,400,NO,1400,NO
10000000000085534,200,NO,100,NO
10000000000085535,200,NO,1500,NO
10000000000085536,100,NO,0,NO
10000000000085537,400,NO,1400,NO
10000000000085538,200,NO,100,NO
10000000000085539,600,NO,1500,NO
10000000000085540,300,NO,0,NO
10000000000085541,200,NO,1500,NO
10000000000085542,100,NO,100,NO
10000000000085543,200,NO,1400,NO
10000000000085544,200,NO,100,NO
10000000000085545,200,NO,1500,NO
10000000000085546,200,NO,0,NO
10000000000085547,200,NO,1400,NO
10000000000085548,100,NO,0,NO
10000000000085549,800,NO,1600,NO
10000000000085550,200,NO,0,NO
10000000000085551,1200,NO,1600,NO
10000000000085552,200,NO,0,NO
10000000000085553,200,NO,1500,NO
10000000000085554,100,NO,0,NO
10000000000085555,300,NO,1500,NO
10000000000085556,200,NO,100,NO
10000000000085557,300,NO,1400,NO
10000000000085558,200,NO,0,NO
10000000000085559,200,NO,1500,NO
10000000000085560,200,NO,100,NO
10000000000085561,900,NO,1400,NO
10000000000085562,200,NO,0,NO
10000000000085563,300,NO,1400,NO
10000000000085564,100,NO,0,NO
10000000000085565,200,NO,1800,NO
10000000000085566,200,NO,100,NO
10000000000085567,1853400,NO,3800,NO
10000000000085568,500,NO,100,NO
10000000000085569,10600,NO,2600,NO
10000000000085570,200,NO,100,NO
10000000000085571,300,NO,1800,NO
10000000000085572,200,NO,100,NO
10000000000085573,156972300,NO,6700,NO
10000000000085574,1000,NO,100,NO
10000000000085575,500,NO,3200,NO
10000000000085576,400,NO,100,NO
10000000000085577,400,NO,2600,NO
10000000000085578,200,NO,0,NO
10000000000085579,400,NO,2400,NO
10000000000085580,200,NO,100,NO
10000000000085581,800,NO,2100,NO
10000000000085582,200,NO,100,NO
10000000000085583,200,NO,2200,NO
10000000000085584,200,NO,100,NO
10000000000085585,300,NO,2300,NO
10000000000085586,200,NO,100,NO
10000000000085587,1600,NO,1700,NO
10000000000085588,200,NO,100,NO
10000000000085589,300,NO,2100,NO
10000000000085590,300,NO,100,NO
10000000000085591,500,NO,2000,NO
10000000000085592,200,NO,100,NO
10000000000085593,21100,NO,1900,NO
10000000000085594,300,NO,100,NO
10000000000085595,200,NO,1800,NO
10000000000085596,200,NO,100,NO
10000000000085597,7300,NO,1600,NO
10000000000085598,200,NO,100,NO
10000000000085599,300,NO,1900,NO
10000000000085600,200,NO,100,NO
10000000000085601,300,NO,2500,NO
10000000000085602,200,NO,100,NO
10000000000085603,2200,NO,1600,NO
10000000000085604,200,NO,100,NO
10000000000085605,300,NO,2500,NO
10000000000085606,200,NO,100,NO
10000000000085607,200,NO,1900,NO
10000000000085608,200,NO,100,NO
10000000000085609,95709800,NO,6500,NO
10000000000085610,1100,NO,100,NO
10000000000085611,500,NO,2800,NO
10000000000085612,200,NO,100,NO
10000000000085613,200,NO,2200,NO
10000000000085614,200,NO,100,NO
10000000000085615,300,NO,1600,NO
10000000000085616,200,NO,100,NO
10000000000085617,2100,NO,1700,NO
10000000000085618,200,NO,100,NO
10000000000085619,300,NO,1700,NO
10000000000085620,200,NO,100,NO
10000000000085621,600,NO,1500,NO
10000000000085622,200,NO,0,NO
10000000000085623,400,NO,1500,NO
10000000000085624,200,NO,100,NO
10000000000085625,200,NO,1700,NO
10000000000085626,100,NO,0,NO
10000000000085627,300,NO,1700,NO
10000000000085628,200,NO,0,NO
10000000000085629,500,NO,1500,NO
10000000000085630,100,NO,0,NO
10000000000085631,200,NO,1600,NO
10000000000085632,200,NO,0,NO
10000000000085633,1800,NO,1400,NO
10000000000085634,200,NO,0,NO
10000000000085635,300,NO,1600,NO
10000000000085636,200,NO,100,NO
10000000000085637,300,NO,1500,NO
10000000000085638,200,NO,0,NO
10000000000085639,700,NO,1500,NO
10000000000085640,200,NO,100,NO
10000000000085641,300,NO,1600,NO
10000000000085642,200,NO,0,NO
10000000000085643,200,NO,1400,NO
10000000000085644,200,NO,100,NO
10000000000085645,300,NO,1500,NO
10000000000085646,200,NO,100,NO
10000000000085647,1300,NO,1400,NO
10000000000085648,200,NO,0,NO
10000000000085649,200,NO,1500,NO
10000000000085650,200,NO,100,NO
10000000000085651,1065824600,YES,44000,YES
10000000000085652,700,NO,100,NO
10000000000085653,7400,NO,2700,NO
10000000000085654,300,NO,100,NO
10000000000085655,300,NO,1800,NO
10000000000085656,200,NO,0,NO
10000000000085657,800,NO,1500,NO
10000000000085658,200,NO,100,NO
10000000000085659,6700,NO,1700,NO
10000000000085660,200,NO,100,NO
10000000000085661,200,NO,1600,NO
10000000000085662,100,NO,0,NO
10000000000085663,1300,NO,1500,NO
10000000000085664,200,NO,100,NO
10000000000085665,300,NO,1500,NO
10000000000085666,200,NO,0,NO
10000000000085667,200,NO,1400,NO
10000000000085668,200,NO,0,NO
10000000000085669,300,NO,1500,NO
10000000000085670,200,NO,100,NO
10000000000085671,500,NO,1500,NO
10000000000085672,100,NO,0,NO
10000000000085673,300,NO,1700,NO
10000000000085674,200,NO,100,NO
10000000000085675,300,NO,1500,NO
10000000000085676,200,NO,100,NO
10000000000085677,358000,NO,2600,NO
10000000000085678,200,NO,100,NO
10000000000085679,200,NO,1600,NO
10000000000085680,200,NO,0,NO
10000000000085681,70500,NO,1900,NO
10000000000085682,200,NO,0,NO
10000000000085683,300,NO,1600,NO
10000000000085684,200,NO,100,NO
10000000000085685,200,NO,1500,NO
10000000000085686,200,NO,0,NO
10000000000085687,2000,NO,1500,NO
10000000000085688,200,NO,100,NO
10000000000085689,300,NO,1500,NO
10000000000085690,200,NO,100,NO
10000000000085691,200,NO,1500,NO
10000000000085692,200,NO,100,NO
10000000000085693,400,NO,1500,NO
10000000000085694,200,NO,0,NO
10000000000085695,200,NO,1400,NO
10000000000085696,200,NO,100,NO
10000000000085697,200,NO,1600,NO
10000000000085698,200,NO,100,NO
10000000000085699,6800,NO,1800,NO
10000000000085700,200,NO,100,NO
10000000000085701,1000,NO,1600,NO
10000000000085702,300,NO,0,NO
10000000000085703,200,NO,1500,NO
10000000000085704,200,NO,100,NO
10000000000085705,300,NO,1500,NO
10000000000085706,200,NO,100,NO
10000000000085707,90700,NO,1600,NO
10000000000085708,100,NO,0,NO
10000000000085709,300,NO,1600,NO
10000000000085710,200,NO,0,NO
10000000000085711,300,NO,1500,NO
10000000000085712,200,NO,100,NO
10000000000085713,400,NO,1500,NO
10000000000085714,200,NO,100,NO
10000000000085715,200,NO,1500,NO
10000000000085716,200,NO,100,NO
10000000000085717,500,NO,1500,NO
10000000000085718,200,NO,100,NO
10000000000085719,300,NO,1500,NO
10000000000085720,200,NO,100,NO
10000000000085721,300,NO,1400,NO
10000000000085722,200,NO,0,NO
10000000000085723,1061194500,YES,45200,YES
10000000000085724,800,NO,100,NO
10000000000085725,400,NO,2400,NO
10000000000085726,200,NO,0,NO
10000000000085727,200,NO,1900,NO
10000000000085728,200,NO,0,NO
10000000000085729,1300,NO,1700,NO
10000000000085730,200,NO,0,NO
10000000000085731,4300,NO,1600,NO
10000000000085732,200,NO,100,NO
10000000000085733,200,NO,1700,NO
10000000000085734,200,NO,100,NO
10000000000085735,300,NO,1500,NO
10000000000085736,200,NO,100,NO
10000000000085737,600,NO,1600,NO
10000000000085738,200,NO,0,NO
10000000000085739,200,NO,1700,NO
10000000000085740,200,NO,0,NO
10000000000085741,163000,NO,2200,NO
10000000000085742,200,NO,100,NO
10000000000085743,500,NO,1700,NO
10000000000085744,200,NO,100,NO
10000000000085745,200,NO,1400,NO
10000000000085746,200,NO,0,NO
10000000000085747,400,NO,1600,NO
10000000000085748,200,NO,100,NO
10000000000085749,4500,NO,1600,NO
10000000000085750,200,NO,100,NO
10000000000085751,200,NO,1500,NO
10000000000085752,200,NO,0,NO
10000000000085753,300,NO,1500,NO
10000000000085754,200,NO,0,NO
10000000000085755,200,NO,1500,NO
10000000000085756,100,NO,100,NO
10000000000085757,200,NO,1600,NO
10000000000085758,200,NO,0,NO
10000000000085759,294857000,NO,10000,NO
10000000000085760,800,NO,100,NO
10000000000085761,1100,NO,3100,NO
10000000000085762,200,NO,0,NO
10000000000085763,300,NO,2100,NO
10000000000085764,200,NO,0,NO
10000000000085765,300,NO,2000,NO
10000000000085766,200,NO,100,NO
10000000000085767,300,NO,1800,NO
10000000000085768,200,NO,100,NO
10000000000085769,200,NO,1700,NO
10000000000085770,200,NO,0,NO
10000000000085771,400,NO,1600,NO
10000000000085772,200,NO,0,NO
10000000000085773,1077187200,YES,45100,YES
10000000000085774,600,NO,200,NO
10000000000085775,400,NO,2400,NO
10000000000085776,300,NO,100,NO
10000000000085777,300,NO,1800,NO
10000000000085778,200,NO,0,NO
10000000000085779,1098131700,YES,47300,YES
10000000000085780,600,NO,100,NO
10000000000085781,300,NO,2400,NO
10000000000085782,200,NO,100,NO
10000000000085783,1200,NO,1800,NO
10000000000085784,200,NO,100,NO
10000000000085785,400,NO,1600,NO
10000000000085786,200,NO,0,NO
10000000000085787,300,NO,1700,NO
10000000000085788,200,NO,0,NO
10000000000085789,4500,NO,1800,NO
10000000000085790,200,NO,100,NO
10000000000085791,1100,NO,1600,NO
10000000000085792,1200,NO,300,NO
10000000000085793,7100,NO,5000,NO
10000000000085794,800,NO,200,NO
10000000000085795,600,NO,3100,NO
10000000000085796,300,NO,100,NO
10000000000085797,1600,NO,4700,NO
10000000000085798,1000,NO,200,NO
10000000000085799,1200,NO,4600,NO
10000000000085800,1000,NO,200,NO
10000000000085801,97200,NO,14100,NO
10000000000085802,900,NO,200,NO
10000000000085803,1800,NO,4400,NO
10000000000085804,800,NO,200,NO
10000000000085805,800,NO,4000,NO
10000000000085806,500,NO,100,NO
10000000000085807,3400,NO,3100,NO
10000000000085808,100,NO,0,NO
10000000000085809,300,NO,2200,NO
10000000000085810,200,NO,100,NO
10000000000085811,200,NO,1700,NO
10000000000085812,200,NO,0,NO
10000000000085813,13922900,NO,6800,NO
10000000000085814,900,NO,200,NO
10000000000085815,400,NO,3100,NO
10000000000085816,200,NO,0,NO
10000000000085817,300,NO,2100,NO
10000000000085818,200,NO,100,NO
10000000000085819,700,NO,1900,NO
10000000000085820,200,NO,100,NO
10000000000085821,300,NO,1500,NO
10000000000085822,200,NO,0,NO
10000000000085823,300,NO,1500,NO
10000000000085824,300,NO,0,NO
10000000000085825,500,NO,1700,NO
10000000000085826,200,NO,100,NO
10000000000085827,1056904400,YES,44100,YES
10000000000085828,1400,NO,200,NO
10000000000085829,400,NO,3100,NO
10000000000085830,300,NO,100,NO
10000000000085831,2100,NO,2100,NO
10000000000085832,200,NO,100,NO
10000000000085833,1065066400,YES,41900,YES
10000000000085834,1200,NO,100,NO
10000000000085835,300,NO,2200,NO
10000000000085836,200,NO,100,NO
10000000000085837,400,NO,1600,NO
10000000000085838,200,NO,100,NO
10000000000085839,8600,NO,1600,NO
10000000000085840,100,NO,100,NO
10000000000085841,300,NO,1500,NO
10000000000085842,200,NO,0,NO
10000000000085843,300,NO,1500,NO
10000000000085844,100,NO,100,NO
10000000000085845,200,NO,1500,NO
10000000000085846,200,NO,100,NO
10000000000085847,300,NO,1600,NO
10000000000085848,200,NO,0,NO
10000000000085849,400,NO,1500,NO
10000000000085850,200,NO,0,NO
10000000000085851,200,NO,1600,NO
10000000000085852,300,NO,0,NO
10000000000085853,600,NO,3500,NO
10000000000085854,900,NO,100,NO
10000000000085855,400,NO,2900,NO
10000000000085856,200,NO,100,NO
10000000000085857,400,NO,1900,NO
10000000000085858,200,NO,0,NO
10000000000085859,300,NO,1700,NO
10000000000085860,200,NO,100,NO
10000000000085861,89100,NO,2100,NO
10000000000085862,200,NO,0,NO
10000000000085863,27500,NO,1700,NO
10000000000085864,200,NO,100,NO
10000000000085865,200,NO,1600,NO
10000000000085866,200,NO,100,NO
10000000000085867,700,NO,1500,NO
10000000000085868,200,NO,100,NO
10000000000085869,117700,NO,1800,NO
10000000000085870,200,NO,0,NO
10000000000085871,200,NO,1900,NO
10000000000085872,100,NO,0,NO
10000000000085873,15019300,NO,5100,NO
10000000000085874,1000,NO,0,NO
10000000000085875,300,NO,1900,NO
10000000000085876,200,NO,100,NO
10000000000085877,200,NO,1600,NO
10000000000085878,200,NO,100,NO
10000000000085879,300,NO,1600,NO
10000000000085880,100,NO,0,NO
10000000000085881,2500,NO,1400,NO
10000000000085882,200,NO,100,NO
10000000000085883,300,NO,1500,NO
10000000000085884,200,NO,0,NO
10000000000085885,300,NO,1500,NO
10000000000085886,200,NO,100,NO
10000000000085887,300,NO,1400,NO
10000000000085888,200,NO,100,NO
10000000000085889,200,NO,1400,NO
10000000000085890,100,NO,0,NO
10000000000085891,600,NO,1500,NO
10000000000085892,200,NO,100,NO
10000000000085893,300,NO,1500,NO
10000000000085894,200,NO,0,NO
10000000000085895,700,NO,1500,NO
10000000000085896,200,NO,0,NO
10000000000085897,1900,NO,1500,NO
10000000000085898,300,NO,0,NO
10000000000085899,1056094400,YES,44300,YES
10000000000085900,900,NO,200,NO
10000000000085901,400,NO,2500,NO
10000000000085902,200,NO,100,NO
10000000000085903,2800,NO,2200,NO
10000000000085904,200,NO,100,NO
10000000000085905,300,NO,1900,NO
10000000000085906,200,NO,0,NO
10000000000085907,200,NO,1500,NO
10000000000085908,200,NO,100,NO
10000000000085909,300,NO,1500,NO
10000000000085910,200,NO,0,NO
10000000000085911,1000,NO,3600,NO
10000000000085912,300,NO,0,NO
10000000000085913,300,NO,2300,NO
10000000000085914,200,NO,100,NO
10000000000085915,200,NO,1700,NO
10000000000085916,100,NO,0,NO
10000000000085917,400,NO,1600,NO
10000000000085918,800,NO,200,NO
10000000000085919,300,NO,3100,NO
10000000000085920,300,NO,0,NO
10000000000085921,300,NO,1900,NO
10000000000085922,100,NO,0,NO
10000000000085923,2125800,NO,4100,NO
10000000000085924,600,NO,100,NO
10000000000085925,300,NO,2200,NO
10000000000085926,200,NO,100,NO
10000000000085927,400,NO,1700,NO
10000000000085928,200,NO,100,NO
10000000000085929,64200,NO,1500,NO
10000000000085930,200,NO,100,NO
10000000000085931,200,NO,1600,NO
10000000000085932,200,NO,0,NO
10000000000085933,500,NO,1500,NO
10000000000085934,200,NO,100,NO
10000000000085935,300,NO,1600,NO
10000000000085936,200,NO,100,NO
10000000000085937,200,NO,1500,NO
10000000000085938,200,NO,100,NO
10000000000085939,800,NO,1500,NO
10000000000085940,200,NO,100,NO
10000000000085941,600,NO,1500,NO
10000000000085942,200,NO,0,NO
10000000000085943,300,NO,1700,NO
10000000000085944,200,NO,0,NO
10000000000085945,300,NO,1600,NO
10000000000085946,200,NO,100,NO
10000000000085947,500,NO,1600,NO
10000000000085948,200,NO,100,NO
10000000000085949,200,NO,1700,NO
10000000000085950,200,NO,100,NO
10000000000085951,400,NO,1500,NO
10000000000085952,100,NO,0,NO
10000000000085953,400,NO,1500,NO
10000000000085954,200,NO,0,NO
10000000000085955,200,NO,1600,NO
10000000000085956,200,NO,0,NO
10000000000085957,1000,NO,1400,NO
10000000000085958,300,NO,0,NO
10000000000085959,1500,NO,1500,NO
10000000000085960,200,NO,100,NO
10000000000085961,200,NO,1500,NO
10000000000085962,200,NO,0,NO
10000000000085963,300,NO,1500,NO
